Date,Area,SKU,Sales_Value,Units,Promo_Type
2024-01-14,East,SKU-002,1443.5,20,Flash Sale
2024-01-14,East,SKU-003,3717.84,49,None
2024-01-14,East,SKU-004,4214.57,166,BOGO
2024-01-14,East,SKU-005,3629.88,103,Bundle
2024-01-14,East,SKU-006,1648.3,40,None
2024-01-14,East,SKU-007,2478.77,85,Bundle
2024-01-14,East,SKU-008,7814.93,234,BOGO
2024-01-14,East,SKU-009,1728.68,111,Bundle
2024-01-14,East,SKU-010,4616.04,63,None
2024-01-14,West,SKU-001,2997.17,77,BOGO
2024-01-14,West,SKU-002,1316.94,25,Flash Sale
2024-01-14,West,SKU-003,5398.29,272,BOGO
2024-01-14,West,SKU-004,4322.82,130,Bundle
2024-01-14,West,SKU-005,2378.65,111,None
2024-01-14,West,SKU-006,3526.67,95,BOGO
2024-01-14,West,SKU-007,2833.07,101,BOGO
2024-01-14,West,SKU-008,11325.11,631,Flash Sale
2024-01-14,West,SKU-009,1578.66,23,None
2024-01-14,West,SKU-010,5304.75,72,Bundle
2024-01-15,North,SKU-001,1314.84,23,None
2024-01-15,North,SKU-002,673.86,12,None
2024-01-15,North,SKU-003,3998.69,83,Discount
2024-01-15,North,SKU-004,3529.81,102,Bundle
2024-01-15,North,SKU-005,2205.41,37,None
2024-01-15,North,SKU-006,3226.22,48,Flash Sale
2024-01-15,North,SKU-007,1390.9,43,None
2024-01-15,North,SKU-008,7569.63,143,Discount
2024-01-15,North,SKU-009,1223.75,19,None
2024-01-15,North,SKU-010,6457.42,108,Flash Sale
2024-01-15,South,SKU-001,1452.99,24,None
2024-01-15,South,SKU-002,795.95,22,Discount
2024-01-15,South,SKU-003,2657.15,94,None
2024-01-15,South,SKU-004,3743.63,59,Bundle
2024-01-15,South,SKU-005,2519.62,51,None
2024-01-15,South,SKU-006,3152.59,68,BOGO
2024-01-15,South,SKU-007,2354.57,89,Flash Sale
2024-01-15,South,SKU-008,8094.3,137,BOGO
2024-01-15,South,SKU-009,1771.51,64,Discount
2024-01-15,South,SKU-010,5048.82,146,Discount
2024-01-15,East,SKU-001,2191.22,36,Discount
2024-01-15,East,SKU-002,848.22,22,Bundle
2024-01-15,East,SKU-003,3527.04,67,Discount
2024-01-15,East,SKU-004,5515.15,135,Flash Sale
2024-01-15,East,SKU-005,4402.13,65,BOGO
2024-01-15,East,SKU-006,1878.86,24,Discount
2024-01-15,East,SKU-007,1256.71,28,None
2024-01-15,East,SKU-008,7641.78,264,Discount
2024-01-15,East,SKU-009,1990.7,33,Discount
2024-01-15,East,SKU-010,3337.64,52,None
2024-01-15,West,SKU-001,1773.16,30,Discount
2024-01-15,West,SKU-002,1039.98,56,Discount
2024-01-15,West,SKU-003,4875.63,106,Flash Sale
2024-01-15,West,SKU-004,2009.99,39,None
2024-01-15,West,SKU-005,2241.31,29,None
2024-01-15,West,SKU-006,2116.63,75,Bundle
2024-01-15,West,SKU-007,1740.5,30,Discount
2024-01-15,West,SKU-008,5269.59,175,None
2024-01-15,West,SKU-009,1412.33,53,None
2024-01-15,West,SKU-010,4642.64,267,None
2024-01-16,North,SKU-001,2991.82,110,Flash Sale
2024-01-16,North,SKU-002,1134.13,72,Discount
2024-01-16,North,SKU-003,3224.81,87,None
2024-01-16,North,SKU-004,3895.16,77,Bundle
2024-01-16,North,SKU-005,3497.62,147,Bundle
2024-01-16,North,SKU-006,1941.82,28,Bundle
2024-01-16,North,SKU-007,1853.17,41,BOGO
2024-01-16,North,SKU-008,7561.84,475,Discount
2024-01-16,North,SKU-009,2164.74,41,BOGO
2024-01-16,North,SKU-010,4819.5,68,Discount
2024-01-16,South,SKU-001,3033.7,62,Flash Sale
2024-01-16,South,SKU-002,676.07,31,None
2024-01-16,South,SKU-003,2728.17,35,None
2024-01-16,South,SKU-004,2266.21,74,None
2024-01-16,South,SKU-005,3851.12,111,Discount
2024-01-16,South,SKU-006,1486.29,38,None
2024-01-16,South,SKU-007,1546.26,68,Discount
2024-01-16,South,SKU-008,6007.3,100,Discount
2024-01-16,South,SKU-009,1825.95,32,Discount
2024-01-16,South,SKU-010,5244.96,178,Discount
2024-01-16,East,SKU-001,1399.68,31,None
2024-01-16,East,SKU-002,1088.48,21,BOGO
2024-01-16,East,SKU-003,3947.31,58,Bundle
2024-01-16,East,SKU-004,3875.88,65,Discount
2024-01-16,East,SKU-005,2351.75,47,None
2024-01-16,East,SKU-006,2185.17,42,BOGO
2024-01-16,East,SKU-007,1515.09,20,None
2024-01-16,East,SKU-008,7156.02,289,Discount
2024-01-16,East,SKU-009,2214.17,50,BOGO
2024-01-16,East,SKU-010,6018.95,128,Discount
2024-01-16,West,SKU-001,2062.25,46,Bundle
2024-01-16,West,SKU-002,1314.49,70,Flash Sale
2024-01-16,West,SKU-003,3826.23,109,Bundle
2024-01-16,West,SKU-004,2401.7,35,None
2024-01-16,West,SKU-005,3361.29,187,Discount
2024-01-16,West,SKU-006,2839.51,56,BOGO
2024-01-16,West,SKU-007,1571.76,80,None
2024-01-16,West,SKU-008,5247.65,126,Bundle
2024-01-16,West,SKU-009,1340.87,17,None
2024-01-16,West,SKU-010,7138.96,97,Flash Sale
2024-01-17,North,SKU-001,2106.99,28,Bundle
2024-01-17,North,SKU-002,1113.02,14,Flash Sale
2024-01-17,North,SKU-003,2922.07,77,None
2024-01-17,North,SKU-004,3000.03,73,None
2024-01-17,North,SKU-005,2540.18,86,None
2024-01-17,North,SKU-006,1811.36,23,None
2024-01-17,North,SKU-007,1861.5,36,Bundle
2024-01-17,North,SKU-008,10657.96,342,Flash Sale
2024-01-17,North,SKU-009,1671.68,61,BOGO
2024-01-17,North,SKU-010,3215.78,55,None
2024-01-17,South,SKU-001,1265.53,65,None
2024-01-17,South,SKU-002,688.92,11,None
2024-01-17,South,SKU-003,2471.9,138,None
2024-01-17,South,SKU-004,2911.61,99,Bundle
2024-01-17,South,SKU-005,1992.89,25,None
2024-01-17,South,SKU-006,2590.75,41,Discount
2024-01-17,South,SKU-007,2208.79,33,BOGO
2024-01-17,South,SKU-008,7110.85,98,BOGO
2024-01-17,South,SKU-009,1638.13,49,Discount
2024-01-17,South,SKU-010,4155.37,97,None
2024-01-17,East,SKU-001,1502.9,40,Bundle
2024-01-17,East,SKU-002,1490.52,41,Flash Sale
2024-01-17,East,SKU-003,5038.75,146,Flash Sale
2024-01-17,East,SKU-004,2761.03,60,None
2024-01-17,East,SKU-005,2999.42,49,Discount
2024-01-17,East,SKU-006,2490.24,48,Bundle
2024-01-17,East,SKU-007,2602.4,109,Flash Sale
2024-01-17,East,SKU-008,6272.32,171,Discount
2024-01-17,East,SKU-009,1416.7,20,None
2024-01-17,East,SKU-010,4012.39,58,None
2024-01-17,West,SKU-001,1281.23,21,None
2024-01-17,West,SKU-002,809.21,29,None
2024-01-17,West,SKU-003,3822.43,53,Discount
2024-01-17,West,SKU-004,3693.95,49,BOGO
2024-01-17,West,SKU-005,3829.12,49,Discount
2024-01-17,West,SKU-006,1805.25,28,None
2024-01-17,West,SKU-007,2021.29,33,Discount
2024-01-17,West,SKU-008,11004.37,216,Flash Sale
2024-01-17,West,SKU-009,1615.8,32,Discount
2024-01-17,West,SKU-010,5844.56,152,BOGO
2024-01-18,North,SKU-001,1810.64,26,Bundle
2024-01-18,North,SKU-002,1010.98,28,Bundle
2024-01-18,North,SKU-003,3654.87,87,Discount
2024-01-18,North,SKU-004,3846.96,239,Discount
2024-01-18,North,SKU-005,4060.84,146,Flash Sale
2024-01-18,North,SKU-006,2189.64,31,Discount
2024-01-18,North,SKU-007,1775.96,23,Bundle
2024-01-18,North,SKU-008,7175.77,104,BOGO
2024-01-18,North,SKU-009,1550.91,24,Bundle
2024-01-18,North,SKU-010,5492.23,88,BOGO
2024-01-18,South,SKU-001,1603.62,22,Bundle
2024-01-18,South,SKU-002,710.74,10,None
2024-01-18,South,SKU-003,3243.24,55,None
2024-01-18,South,SKU-004,2418.18,34,None
2024-01-18,South,SKU-005,2695.97,108,Discount
2024-01-18,South,SKU-006,2305.47,58,Discount
2024-01-18,South,SKU-007,1851.61,115,Bundle
2024-01-18,South,SKU-008,7594.58,153,Flash Sale
2024-01-18,South,SKU-009,1721.06,51,Discount
2024-01-18,South,SKU-010,8436.91,113,Flash Sale
2024-01-18,East,SKU-001,1648.11,33,None
2024-01-18,East,SKU-002,864.15,17,Discount
2024-01-18,East,SKU-003,3994.84,97,BOGO
2024-01-18,East,SKU-004,4746.24,105,BOGO
2024-01-18,East,SKU-005,3898.31,131,Discount
2024-01-18,East,SKU-006,1744.04,24,None
2024-01-18,East,SKU-007,1121.28,28,None
2024-01-18,East,SKU-008,5310.62,340,Bundle
2024-01-18,East,SKU-009,1009.69,14,None
2024-01-18,East,SKU-010,6496.34,91,BOGO
2024-01-18,West,SKU-001,1634.98,21,None
2024-01-18,West,SKU-002,871.83,12,Discount
2024-01-18,West,SKU-003,3251.21,43,Bundle
2024-01-18,West,SKU-004,4068.78,78,Discount
2024-01-18,West,SKU-005,2029.41,28,None
2024-01-18,West,SKU-006,1946.28,36,None
2024-01-18,West,SKU-007,2980.54,86,Flash Sale
2024-01-18,West,SKU-008,7139.32,101,Discount
2024-01-18,West,SKU-009,1849.1,29,BOGO
2024-01-18,West,SKU-010,3957.25,50,None
2024-01-19,North,SKU-001,1184.77,39,None
2024-01-19,North,SKU-002,659.11,10,None
2024-01-19,North,SKU-003,6211.81,171,Flash Sale
2024-01-19,North,SKU-004,3906.32,88,Discount
2024-01-19,North,SKU-005,3071.22,40,Discount
2024-01-19,North,SKU-006,2729.29,51,Flash Sale
2024-01-19,North,SKU-007,2122.49,38,Flash Sale
2024-01-19,North,SKU-008,7546.57,371,Discount
2024-01-19,North,SKU-009,1153.82,17,None
2024-01-19,North,SKU-010,4335.23,121,None
2024-01-19,South,SKU-001,1181.29,15,None
2024-01-19,South,SKU-002,863.92,26,Bundle
2024-01-19,South,SKU-003,2298.53,53,None
2024-01-19,South,SKU-004,4005.85,192,Flash Sale
2024-01-19,South,SKU-005,2418.26,36,None
2024-01-19,South,SKU-006,2512.77,59,Flash Sale
2024-01-19,South,SKU-007,1459.43,28,None
2024-01-19,South,SKU-008,7153.96,274,Discount
2024-01-19,South,SKU-009,1998.37,61,Flash Sale
2024-01-19,South,SKU-010,5523.17,288,Discount
2024-01-19,East,SKU-001,2442.38,70,Flash Sale
2024-01-19,East,SKU-002,664.89,8,None
2024-01-19,East,SKU-003,3713.19,133,Bundle
2024-01-19,East,SKU-004,2140.61,138,None
2024-01-19,East,SKU-005,4126.35,74,Flash Sale
2024-01-19,East,SKU-006,2565.94,59,BOGO
2024-01-19,East,SKU-007,1232.11,22,None
2024-01-19,East,SKU-008,6895.42,259,Discount
2024-01-19,East,SKU-009,2734.55,80,Flash Sale
2024-01-19,East,SKU-010,6105.04,92,Bundle
2024-01-19,West,SKU-001,2147.19,31,BOGO
2024-01-19,West,SKU-002,1265.38,16,Flash Sale
2024-01-19,West,SKU-003,3996.38,79,Discount
2024-01-19,West,SKU-004,2960.09,65,None
2024-01-19,West,SKU-005,3178.96,93,Discount
2024-01-19,West,SKU-006,1852.62,27,None
2024-01-19,West,SKU-007,2720.13,113,Flash Sale
2024-01-19,West,SKU-008,6236.23,107,Discount
2024-01-19,West,SKU-009,2569.07,129,Flash Sale
2024-01-19,West,SKU-010,5311.99,106,Bundle
2024-01-20,North,SKU-001,3275.56,49,Flash Sale
2024-01-20,North,SKU-002,1460.7,21,BOGO
2024-01-20,North,SKU-003,2787.41,89,None
2024-01-20,North,SKU-004,4169.35,76,BOGO
2024-01-20,North,SKU-005,6298.94,172,Flash Sale
2024-01-20,North,SKU-006,3155.58,147,Flash Sale
2024-01-20,North,SKU-007,2259.13,46,Discount
2024-01-20,North,SKU-008,8163.58,201,Discount
2024-01-20,North,SKU-009,1364.21,82,None
2024-01-20,North,SKU-010,4358.75,58,None
2024-01-20,South,SKU-001,1434.19,18,None
2024-01-20,South,SKU-002,793.55,21,None
2024-01-20,South,SKU-003,4664.1,123,Discount
2024-01-20,South,SKU-004,2932.82,48,None
2024-01-20,South,SKU-005,3695.91,206,BOGO
2024-01-20,South,SKU-006,1595.09,42,None
2024-01-20,South,SKU-007,1720.65,66,None
2024-01-20,South,SKU-008,8397.94,165,Discount
2024-01-20,South,SKU-009,2382.75,30,BOGO
2024-01-20,South,SKU-010,7437.64,132,Discount
2024-01-20,East,SKU-001,1789.61,41,None
2024-01-20,East,SKU-002,925.02,12,None
2024-01-20,East,SKU-003,4453.07,110,Bundle
2024-01-20,East,SKU-004,3714.61,58,Discount
2024-01-20,East,SKU-005,2880.03,43,None
2024-01-20,East,SKU-006,1865.76,67,None
2024-01-20,East,SKU-007,1454.06,20,None
2024-01-20,East,SKU-008,9906.55,180,BOGO
2024-01-20,East,SKU-009,1365.93,19,None
2024-01-20,East,SKU-010,5342.95,87,None
2024-01-20,West,SKU-001,2769.43,51,Discount
2024-01-20,West,SKU-002,781.67,25,None
2024-01-20,West,SKU-003,2884.76,48,None
2024-01-20,West,SKU-004,5526.82,230,Flash Sale
2024-01-20,West,SKU-005,5144.44,110,Flash Sale
2024-01-20,West,SKU-006,2014.91,43,None
2024-01-20,West,SKU-007,1405.69,20,None
2024-01-20,West,SKU-008,6831.86,88,None
2024-01-20,West,SKU-009,1615.84,23,Bundle
2024-01-20,West,SKU-010,5947.05,126,Bundle
2024-01-21,North,SKU-001,2192.76,107,Bundle
2024-01-21,North,SKU-002,944.78,32,None
2024-01-21,North,SKU-003,3006.08,60,None
2024-01-21,North,SKU-004,3344.9,64,None
2024-01-21,North,SKU-005,3703.92,165,Bundle
2024-01-21,North,SKU-006,1788.55,35,None
2024-01-21,North,SKU-007,2614.12,40,BOGO
2024-01-21,North,SKU-008,7892.19,99,Bundle
2024-01-21,North,SKU-009,1591.69,27,None
2024-01-21,North,SKU-010,6108.3,76,Discount
2024-01-21,South,SKU-001,1993.74,28,Bundle
2024-01-21,South,SKU-002,824.21,10,None
2024-01-21,South,SKU-003,4088.31,64,Discount
2024-01-21,South,SKU-004,5506.4,100,BOGO
2024-01-21,South,SKU-005,4598.67,191,Flash Sale
2024-01-21,South,SKU-006,3106.41,46,Discount
2024-01-21,South,SKU-007,2604.08,48,BOGO
2024-01-21,South,SKU-008,5539.96,91,None
2024-01-21,South,SKU-009,2095.4,27,Discount
2024-01-21,South,SKU-010,4055.23,63,None
2024-01-21,East,SKU-001,3758.63,47,Flash Sale
2024-01-21,East,SKU-002,912.87,38,None
2024-01-21,East,SKU-003,3582.95,52,None
2024-01-21,East,SKU-004,5689.59,108,Flash Sale
2024-01-21,East,SKU-005,4110.99,104,Discount
2024-01-21,East,SKU-006,2076.98,28,None
2024-01-21,East,SKU-007,1544.36,24,None
2024-01-21,East,SKU-008,9363.82,200,BOGO
2024-01-21,East,SKU-009,1669.02,23,None
2024-01-21,East,SKU-010,5185.71,115,None
2024-01-21,West,SKU-001,3090.7,46,BOGO
2024-01-21,West,SKU-002,1423.95,33,Flash Sale
2024-01-21,West,SKU-003,4615.26,128,Discount
2024-01-21,West,SKU-004,3936.85,74,Discount
2024-01-21,West,SKU-005,4050.49,55,Bundle
2024-01-21,West,SKU-006,1613.51,28,None
2024-01-21,West,SKU-007,1684.68,22,Bundle
2024-01-21,West,SKU-008,5820.42,386,None
2024-01-21,West,SKU-009,2434.32,40,Flash Sale
2024-01-21,West,SKU-010,5472.85,158,None
2024-01-22,North,SKU-001,1655.25,43,Discount
2024-01-22,North,SKU-002,667.91,9,None
2024-01-22,North,SKU-003,2259.43,40,None
2024-01-22,North,SKU-004,3409.09,162,Discount
2024-01-22,North,SKU-005,1863.41,40,None
2024-01-22,North,SKU-006,1704.57,34,None
2024-01-22,North,SKU-007,1399.03,23,Bundle
2024-01-22,North,SKU-008,5936.87,139,None
2024-01-22,North,SKU-009,1201.19,40,None
2024-01-22,North,SKU-010,4321.16,199,None
2024-01-22,South,SKU-001,2139.52,62,BOGO
2024-01-22,South,SKU-002,1483.91,23,Flash Sale
2024-01-22,South,SKU-003,2908.9,49,None
2024-01-22,South,SKU-004,2536.58,163,None
2024-01-22,South,SKU-005,2272.22,36,None
2024-01-22,South,SKU-006,1918.95,34,None
2024-01-22,South,SKU-007,1991.33,96,Bundle
2024-01-22,South,SKU-008,4251.78,184,None
2024-01-22,South,SKU-009,2166.05,50,Flash Sale
2024-01-22,South,SKU-010,3556.9,62,None
2024-01-22,East,SKU-001,2019.02,37,Discount
2024-01-22,East,SKU-002,1095.58,18,Discount
2024-01-22,East,SKU-003,3400.09,62,Discount
2024-01-22,East,SKU-004,3856.21,112,Discount
2024-01-22,East,SKU-005,2592.28,38,None
2024-01-22,East,SKU-006,2295.5,102,Discount
2024-01-22,East,SKU-007,1836.84,93,Bundle
2024-01-22,East,SKU-008,5934.34,78,None
2024-01-22,East,SKU-009,1157.14,16,None
2024-01-22,East,SKU-010,7111.75,119,Flash Sale
2024-01-22,West,SKU-001,2169.28,33,Bundle
2024-01-22,West,SKU-002,728.6,45,None
2024-01-22,West,SKU-003,3144.76,166,Discount
2024-01-22,West,SKU-004,4773.99,85,Flash Sale
2024-01-22,West,SKU-005,4287.98,104,Flash Sale
2024-01-22,West,SKU-006,1496.75,42,None
2024-01-22,West,SKU-007,2230.26,88,Discount
2024-01-22,West,SKU-008,7599.85,135,BOGO
2024-01-22,West,SKU-009,1119.97,25,None
2024-01-22,West,SKU-010,4559.0,221,Discount
2024-01-23,North,SKU-001,2270.71,41,Flash Sale
2024-01-23,North,SKU-002,650.3,10,None
2024-01-23,North,SKU-003,2333.93,38,None
2024-01-23,North,SKU-004,2169.03,28,None
2024-01-23,North,SKU-005,2825.03,121,Discount
2024-01-23,North,SKU-006,2514.52,110,Discount
2024-01-23,North,SKU-007,1250.63,29,None
2024-01-23,North,SKU-008,4496.03,57,None
2024-01-23,North,SKU-009,1210.13,25,None
2024-01-23,North,SKU-010,3955.38,76,None
2024-01-23,South,SKU-001,1949.52,29,BOGO
2024-01-23,South,SKU-002,627.52,13,None
2024-01-23,South,SKU-003,3147.99,199,None
2024-01-23,South,SKU-004,2477.7,62,None
2024-01-23,South,SKU-005,2029.05,26,None
2024-01-23,South,SKU-006,1677.74,22,None
2024-01-23,South,SKU-007,2263.76,72,Flash Sale
2024-01-23,South,SKU-008,7220.06,359,BOGO
2024-01-23,South,SKU-009,1643.98,27,BOGO
2024-01-23,South,SKU-010,3448.59,51,None
2024-01-23,East,SKU-001,1668.46,85,None
2024-01-23,East,SKU-002,1049.2,16,Bundle
2024-01-23,East,SKU-003,3587.95,70,Discount
2024-01-23,East,SKU-004,2374.6,69,None
2024-01-23,East,SKU-005,3571.53,116,Discount
2024-01-23,East,SKU-006,2725.21,57,BOGO
2024-01-23,East,SKU-007,2048.91,40,Discount
2024-01-23,East,SKU-008,5981.84,79,Discount
2024-01-23,East,SKU-009,1082.56,28,None
2024-01-23,East,SKU-010,4669.65,309,None
2024-01-23,West,SKU-001,3057.33,49,Flash Sale
2024-01-23,West,SKU-002,620.98,7,None
2024-01-23,West,SKU-003,5214.02,275,Flash Sale
2024-01-23,West,SKU-004,2718.16,129,None
2024-01-23,West,SKU-005,3777.14,77,Discount
2024-01-23,West,SKU-006,2585.12,40,BOGO
2024-01-23,West,SKU-007,1341.91,23,None
2024-01-23,West,SKU-008,7832.32,150,Flash Sale
2024-01-23,West,SKU-009,2452.43,104,Flash Sale
2024-01-23,West,SKU-010,5008.91,141,Discount
2024-01-24,North,SKU-001,2898.2,46,Flash Sale
2024-01-24,North,SKU-002,1105.11,36,BOGO
2024-01-24,North,SKU-003,3293.2,50,Discount
2024-01-24,North,SKU-004,2160.58,84,None
2024-01-24,North,SKU-005,2801.28,122,Bundle
2024-01-24,North,SKU-006,3117.37,109,BOGO
2024-01-24,North,SKU-007,1847.12,26,Discount
2024-01-24,North,SKU-008,4286.75,71,None
2024-01-24,North,SKU-009,1073.84,15,None
2024-01-24,North,SKU-010,3309.14,106,None
2024-01-24,South,SKU-001,2165.44,119,BOGO
2024-01-24,South,SKU-002,891.05,11,Discount
2024-01-24,South,SKU-003,3250.85,46,None
2024-01-24,South,SKU-004,2939.65,135,Discount
2024-01-24,South,SKU-005,1975.5,103,None
2024-01-24,South,SKU-006,1960.43,28,Discount
2024-01-24,South,SKU-007,2302.04,30,BOGO
2024-01-24,South,SKU-008,5130.56,161,None
2024-01-24,South,SKU-009,980.17,51,None
2024-01-24,South,SKU-010,5779.06,275,Bundle
2024-01-24,East,SKU-001,1918.09,25,BOGO
2024-01-24,East,SKU-002,610.51,11,None
2024-01-24,East,SKU-003,5222.6,130,Flash Sale
2024-01-24,East,SKU-004,4138.24,142,Flash Sale
2024-01-24,East,SKU-005,2118.46,48,None
2024-01-24,East,SKU-006,1337.17,24,None
2024-01-24,East,SKU-007,1985.04,41,Discount
2024-01-24,East,SKU-008,5323.18,160,Bundle
2024-01-24,East,SKU-009,1172.85,20,None
2024-01-24,East,SKU-010,5828.07,86,Discount
2024-01-24,West,SKU-001,1688.42,25,None
2024-01-24,West,SKU-002,1117.25,16,BOGO
2024-01-24,West,SKU-003,5131.9,107,BOGO
2024-01-24,West,SKU-004,4324.18,259,Flash Sale
2024-01-24,West,SKU-005,2645.56,39,Discount
2024-01-24,West,SKU-006,1894.07,23,Discount
2024-01-24,West,SKU-007,2371.07,29,BOGO
2024-01-24,West,SKU-008,4172.55,72,None
2024-01-24,West,SKU-009,1719.67,25,Discount
2024-01-24,West,SKU-010,4373.83,57,None
2024-01-25,North,SKU-001,2526.99,36,Flash Sale
2024-01-25,North,SKU-002,612.79,11,None
2024-01-25,North,SKU-003,5134.2,305,BOGO
2024-01-25,North,SKU-004,4727.41,91,BOGO
2024-01-25,North,SKU-005,3698.14,54,Discount
2024-01-25,North,SKU-006,2171.89,82,Bundle
2024-01-25,North,SKU-007,1119.54,37,None
2024-01-25,North,SKU-008,5618.47,121,Discount
2024-01-25,North,SKU-009,2263.35,80,BOGO
2024-01-25,North,SKU-010,3704.02,139,None
2024-01-25,South,SKU-001,1861.18,75,BOGO
2024-01-25,South,SKU-002,781.26,11,None
2024-01-25,South,SKU-003,5216.27,132,BOGO
2024-01-25,South,SKU-004,4925.22,133,Flash Sale
2024-01-25,South,SKU-005,3183.14,126,BOGO
2024-01-25,South,SKU-006,3486.12,45,Flash Sale
2024-01-25,South,SKU-007,1863.2,23,BOGO
2024-01-25,South,SKU-008,7067.4,132,BOGO
2024-01-25,South,SKU-009,1153.04,18,None
2024-01-25,South,SKU-010,4712.84,75,Discount
2024-01-25,East,SKU-001,3059.2,46,Flash Sale
2024-01-25,East,SKU-002,614.47,17,None
2024-01-25,East,SKU-003,4069.49,186,Discount
2024-01-25,East,SKU-004,2789.52,43,Bundle
2024-01-25,East,SKU-005,3059.49,85,Discount
2024-01-25,East,SKU-006,1854.4,31,None
2024-01-25,East,SKU-007,2096.66,65,BOGO
2024-01-25,East,SKU-008,7491.12,198,Discount
2024-01-25,East,SKU-009,1318.86,72,None
2024-01-25,East,SKU-010,5621.25,72,Bundle
2024-01-25,West,SKU-001,2675.38,67,Flash Sale
2024-01-25,West,SKU-002,1124.35,24,Flash Sale
2024-01-25,West,SKU-003,3334.12,168,Discount
2024-01-25,West,SKU-004,2300.42,64,None
2024-01-25,West,SKU-005,1931.5,74,None
2024-01-25,West,SKU-006,2698.28,135,Flash Sale
2024-01-25,West,SKU-007,1252.21,15,None
2024-01-25,West,SKU-008,6985.3,162,Bundle
2024-01-25,West,SKU-009,1264.03,29,None
2024-01-25,West,SKU-010,3325.03,117,None
2024-01-26,North,SKU-001,1905.07,37,Discount
2024-01-26,North,SKU-002,1048.91,30,Discount
2024-01-26,North,SKU-003,2257.06,43,None
2024-01-26,North,SKU-004,2806.39,72,Bundle
2024-01-26,North,SKU-005,3693.6,53,Flash Sale
2024-01-26,North,SKU-006,1879.31,112,Bundle
2024-01-26,North,SKU-007,1413.01,17,None
2024-01-26,North,SKU-008,7345.0,209,Bundle
2024-01-26,North,SKU-009,2276.04,31,Flash Sale
2024-01-26,North,SKU-010,4632.62,91,Discount
2024-01-26,South,SKU-001,1339.15,33,None
2024-01-26,South,SKU-002,688.73,21,None
2024-01-26,South,SKU-003,3240.19,46,Bundle
2024-01-26,South,SKU-004,2156.29,35,None
2024-01-26,South,SKU-005,1942.21,52,None
2024-01-26,South,SKU-006,3709.46,69,Flash Sale
2024-01-26,South,SKU-007,1521.53,22,None
2024-01-26,South,SKU-008,11195.01,187,Flash Sale
2024-01-26,South,SKU-009,1621.43,53,Bundle
2024-01-26,South,SKU-010,4605.63,62,Discount
2024-01-26,East,SKU-001,1413.19,19,None
2024-01-26,East,SKU-002,597.07,9,None
2024-01-26,East,SKU-003,3247.51,125,None
2024-01-26,East,SKU-004,3941.28,169,Discount
2024-01-26,East,SKU-005,3677.22,61,Flash Sale
2024-01-26,East,SKU-006,2757.73,49,Discount
2024-01-26,East,SKU-007,1739.44,27,Discount
2024-01-26,East,SKU-008,4146.51,81,None
2024-01-26,East,SKU-009,2215.83,45,BOGO
2024-01-26,East,SKU-010,4409.44,79,None
2024-01-26,West,SKU-001,2266.99,91,Flash Sale
2024-01-26,West,SKU-002,823.66,15,None
2024-01-26,West,SKU-003,3067.66,42,None
2024-01-26,West,SKU-004,4615.68,143,BOGO
2024-01-26,West,SKU-005,3113.59,68,Bundle
2024-01-26,West,SKU-006,1495.4,61,None
2024-01-26,West,SKU-007,2074.75,28,Flash Sale
2024-01-26,West,SKU-008,8552.82,469,BOGO
2024-01-26,West,SKU-009,1840.83,25,Bundle
2024-01-26,West,SKU-010,3699.44,55,None
2024-01-27,North,SKU-001,2163.74,46,Discount
2024-01-27,North,SKU-002,1004.47,33,None
2024-01-27,North,SKU-003,5502.35,125,Discount
2024-01-27,North,SKU-004,4367.74,103,BOGO
2024-01-27,North,SKU-005,2444.89,85,None
2024-01-27,North,SKU-006,4107.08,63,Flash Sale
2024-01-27,North,SKU-007,2901.0,59,BOGO
2024-01-27,North,SKU-008,4924.76,80,None
2024-01-27,North,SKU-009,2360.63,33,Flash Sale
2024-01-27,North,SKU-010,4127.67,57,None
2024-01-27,South,SKU-001,2691.91,86,Discount
2024-01-27,South,SKU-002,900.8,23,Bundle
2024-01-27,South,SKU-003,4206.89,61,Discount
2024-01-27,South,SKU-004,6023.16,261,Flash Sale
2024-01-27,South,SKU-005,2505.23,53,None
2024-01-27,South,SKU-006,2232.53,31,Bundle
2024-01-27,South,SKU-007,2410.71,34,BOGO
2024-01-27,South,SKU-008,9175.55,153,Discount
2024-01-27,South,SKU-009,1651.29,90,Discount
2024-01-27,South,SKU-010,7595.44,133,Discount
2024-01-27,East,SKU-001,2153.05,51,Discount
2024-01-27,East,SKU-002,968.02,12,None
2024-01-27,East,SKU-003,3269.37,138,None
2024-01-27,East,SKU-004,3128.86,201,None
2024-01-27,East,SKU-005,4080.53,53,Discount
2024-01-27,East,SKU-006,2676.12,67,Discount
2024-01-27,East,SKU-007,2528.72,86,BOGO
2024-01-27,East,SKU-008,8936.01,130,Discount
2024-01-27,East,SKU-009,2856.75,184,Flash Sale
2024-01-27,East,SKU-010,7782.24,145,BOGO
2024-01-27,West,SKU-001,2180.94,99,Discount
2024-01-27,West,SKU-002,789.48,23,None
2024-01-27,West,SKU-003,6050.06,189,BOGO
2024-01-27,West,SKU-004,3685.27,75,Discount
2024-01-27,West,SKU-005,4536.32,67,Discount
2024-01-27,West,SKU-006,3986.58,67,Flash Sale
2024-01-27,West,SKU-007,1706.68,21,None
2024-01-27,West,SKU-008,9702.76,234,Discount
2024-01-27,West,SKU-009,1502.7,18,None
2024-01-27,West,SKU-010,6229.15,101,Discount
2024-01-28,North,SKU-001,2560.91,43,Bundle
